@relation 'position-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C1-L4,6'

@attribute class {rest,index,pinch_1,pinch_3,fist,spread}
@attribute A_mean numeric
@attribute A_median numeric
@attribute A_variance numeric
@attribute B_mean numeric
@attribute B_median numeric
@attribute B_variance numeric
@attribute C_mean numeric
@attribute C_median numeric
@attribute C_variance numeric
@attribute D_mean numeric
@attribute D_median numeric
@attribute D_variance numeric
@attribute E_mean numeric
@attribute E_median numeric
@attribute E_variance numeric
@attribute F_mean numeric
@attribute F_median numeric
@attribute F_variance numeric
@attribute G_mean numeric
@attribute G_median numeric
@attribute G_variance numeric
@attribute H_mean numeric
@attribute H_median numeric
@attribute H_variance numeric

@data
fist,-1.5,-2,12.25,-0.7,0,4.01,-0.9,1,15.49,-0.7,3,181.81,-1,-12,890,-1.9,4,389.69,-1.8,2,253.16,-5.3,-5,1071.81
fist,-1.6,-2,30.64,-1.5,-1,5.05,-1.3,-1,10.81,-1.5,-2,109.45,-3.9,-7,358.89,-10,-5,1013,-4.5,0,459.25,1.5,4,991.85
fist,-1.4,1,11.04,-0.3,0,7.61,-0.8,-1,15.16,1,0,237,1.8,2,270.56,-0.5,7,563.45,3.9,15,624.09,-2.3,4,1011.81
fist,1.2,1,6.16,0.1,0,3.29,-0.8,0,20.16,-2.3,-6,94.41,-0.8,3,241.56,3.7,1,885.01,0.4,1,318.84,4.6,7,1329.84
fist,-2.5,-1,14.25,-1.5,-2,6.85,-1.8,0,11.96,-3.1,-8,671.89,-5.4,-4,266.84,-12,-10,679.6,-2.3,-1,97.21,-2.7,5,658.81
fist,-0.6,0,52.64,-1.4,-1,4.84,-1.2,0,12.56,3.7,9,528.41,-2.9,3,123.29,4.1,12,1694.89,3.1,4,403.49,4.7,21,2283.61
fist,-2.2,-2,5.16,-2,-2,4.4,-2.9,-3,51.89,-4.7,-8,741.01,-5.8,-12,217.96,-8,-4,1644.8,-3.5,-5,1510.05,-14.2,-18,616.56
fist,-1.6,-1,11.64,-1.8,-2,1.56,-0.8,0,13.56,2.4,10,362.44,0.6,2,151.84,-10.5,17,1399.05,-4.9,-2,374.09,3.5,-4,781.25
fist,-1.8,-2,28.56,-1.6,-1,14.84,-2,-3,85.8,-4.7,-2,509.61,-3.7,-2,309.41,0.4,13,2359.04,2.9,-6,619.69,-3,-13,1532.8
fist,-0.5,0,16.85,-1.5,-2,8.45,-1.7,-1,74.81,-4.2,2,361.96,-1.5,-1,112.85,-3.5,3,1111.45,-4.4,-7,406.24,-4.2,-9,447.16
fist,-0.6,-3,42.24,0.2,3,12.56,0.2,1,32.36,4.5,3,388.85,4.6,4,381.64,-0.2,-4,286.16,-5.6,2,397.24,1,1,2114.4
fist,-2.4,-4,14.04,-2.1,0,14.29,-1.1,-2,102.69,-1,1,432.6,-3.5,3,1425.05,-5.6,0,436.44,-6.6,-8,483.44,5.9,9,244.49
fist,0.2,2,38.76,-0.5,0,15.65,-1.6,-6,72.64,-2.4,7,505.64,-1.9,-2,618.29,1.7,3,1115.21,0.8,3,177.96,-2.3,-2,1652.41
fist,-0.9,2,34.89,-0.9,-1,13.49,-0.8,-2,55.16,-1.8,-8,1002.56,-8.6,0,615.24,-0.5,6,1242.25,-0.1,4,274.29,1.4,4,1438.84
fist,-1.2,0,39.76,-1.8,-2,12.96,-1,-3,81.2,1.9,-3,1397.49,7.2,3,2201.76,2,1,1701.8,2.5,5,725.65,-2.6,-15,1766.24
fist,0,5,71,-1.3,-1,12.41,-1.7,-3,38.81,-3.9,-12,376.09,-3.3,-4,432.61,-10.8,7,4953.16,4.4,15,3038.44,0.6,-7,3682.04
fist,1.3,1,199.21,0.4,1,36.24,0.6,-1,103.44,1.5,-1,252.25,9.2,17,841.96,10.6,9,2023.04,-3.8,1,1193.36,-4.6,-16,3101.24
fist,-3.9,-3,56.49,-3.5,-3,17.05,-3.4,-3,19.24,-4.4,0,157.64,-4.6,-4,421.84,-6.9,-1,946.29,4.5,8,1068.25,2,0,1010
fist,0.1,3,148.49,-0.1,1,26.29,-0.2,1,64.56,-0.3,-7,412.21,2.4,7,153.24,-5.5,15,1906.85,3.5,6,2731.25,-24,-23,2133
fist,-2.9,-3,45.09,-2.5,-4,19.25,-3.8,-4,15.76,-4.9,-3,308.69,-4.4,0,314.64,-0.2,-1,1157.16,-8.2,-3,559.56,-1.3,5,722.41
spread,-0.8,0,8.76,-0.5,0,9.45,-0.3,0,32.01,-4.5,1,442.45,-4,-6,647,0.1,1,52.49,-5,6,255.4,-1.3,-1,14.41
spread,-0.7,-1,2.01,-0.5,0,2.65,-1.4,-2,14.04,-2.2,9,588.76,-4.4,0,576.24,-0.9,-2,23.29,2.5,4,36.45,-0.3,1,11.01
spread,-2.1,-2,2.49,-1.9,-1,7.49,-1.8,-2,31.76,-5,5,1606.2,-2.7,-2,261.41,-0.9,-2,28.29,1.3,1,155.61,-1.8,-2,2.36
spread,-1.3,-1,2.21,-0.9,0,3.09,-0.9,0,10.49,5.3,10,1085.21,1.1,12,1458.69,-2.5,-1,34.65,-0.9,-2,194.49,-1.2,-2,8.16
spread,-1.4,-1,5.84,-0.9,-1,9.29,-0.9,0,15.89,-5.1,4,878.29,-0.7,7,528.21,-0.9,-2,34.49,0.1,2,65.49,-1.5,-2,3.45
spread,-1.2,-1,3.36,-2.5,-2,2.45,-1.9,-1,10.89,-0.7,5,206.01,-6.1,-13,461.09,-1.5,-3,37.65,-1,0,59.6,-1.2,0,5.16
spread,-0.7,0,5.41,-0.8,-1,7.56,0.1,1,34.89,-4.4,7,1923.64,-6.9,-6,1351.69,-0.9,1,73.89,-2.1,-2,165.69,-1.1,0,8.89
spread,-1.4,-2,5.64,-1.3,-2,10.61,-1.6,0,33.24,5.7,-1,845.81,0.4,1,296.04,-1.9,-1,37.69,0.3,-1,41.01,-1.5,-1,2.25
spread,-1.7,-1,4.61,-1.7,-3,8.61,-1.8,-2,29.96,-2.2,-7,1307.16,1.9,-5,1055.49,-1,-3,54.8,-1.4,1,107.24,-1.4,-1,6.24
spread,-1.3,-2,5.01,-1,0,6.8,-2.4,-3,36.24,-9.3,2,816.01,-10.5,-19,880.05,-1.2,-2,109.56,-1.8,1,115.36,-1.5,-3,10.05
spread,-1.2,-1,6.16,-1.2,-1,13.36,-0.5,0,43.25,-3.4,3,402.04,-1.8,1,1621.76,-0.9,-4,85.69,-2.9,-1,330.09,-1.3,-1,5.61
spread,-0.9,-1,2.49,-1.7,-2,1.61,-1.6,-1,12.24,0.5,13,583.85,-5.6,5,695.24,-2.5,-2,17.85,-0.9,-1,13.29,-2.1,-2,1.69
spread,-1.3,-1,9.41,-0.6,1,14.24,0.3,2,42.81,3.3,-9,1390.01,-4.1,-3,892.49,-0.9,2,42.89,-1.3,-1,156.61,-1.2,-1,6.16
spread,-1.5,-1,4.65,-1.9,-2,12.29,-1.9,-4,48.29,3.6,6,2099.64,9.2,21,1906.16,-1.7,-2,54.21,-2.3,0,23.01,-1.8,-2,5.76
spread,-1.2,-1,3.56,-2.3,-3,3.41,-3,-4,26.4,-7.8,-3,476.56,-8,-7,178.6,-3,-2,26.8,-1.6,-1,10.44,-1.5,-1,2.85
spread,-1.7,-2,11.61,-1.8,-2,28.36,-1.7,-2,114.21,-6.6,-2,1500.04,-10.9,-5,1436.49,-0.4,-3,138.64,1.4,1,152.64,-0.9,-2,15.29
spread,-1.6,-1,7.84,-1.7,-1,13.21,-2,-2,25.2,-3.9,3,276.29,-0.6,-2,85.84,-1.9,0,51.09,-1.4,-4,57.04,-1.7,-1,6.81
spread,-1.1,-1,2.69,-1.3,-2,15.01,-1.1,-1,63.89,-2.4,-14,2508.24,-4.9,-21,2103.09,-0.4,-2,79.04,-0.7,1,13.21,-1,-1,4.8
spread,-1.3,-1,3.21,-1,0,5,-1.8,-2,21.56,-9.6,-6,483.04,-5.5,-5,63.85,-2.7,-3,30.61,-2.1,0,13.49,-1.3,-1,2.01
spread,-1.2,-1,1.16,-2.1,-2,3.69,-1.1,-1,17.09,2.5,4,1827.45,6.1,8,1162.29,0,2,59.2,-1.5,-1,49.45,-1.1,-1,4.89
spread,-1.7,-1,2.21,-2,-1,4.4,-2,-1,13.8,-3.2,15,1002.76,2.8,7,573.36,-1,1,21.6,-0.5,-1,28.25,-1.2,0,3.96
spread,-0.8,0,1.76,-1.5,-2,3.45,-2,-1,9.8,-5.9,1,455.29,-6.8,-16,617.76,-0.7,-1,30.61,-0.4,2,45.64,-1.4,-1,2.04
spread,-0.7,-1,0.41,-0.7,-1,4.81,0.2,1,13.96,2.4,4,120.84,1.8,5,425.56,-0.3,-1,21.61,-1,-1,30.8,-0.7,0,3.21
spread,-1.6,-1,5.44,-1.4,-1,6.24,-2,-1,29.6,-7.3,-17,712.61,0.9,-2,1487.69,-1.3,-1,65.61,-1.1,2,42.49,-1.4,-1,3.24
spread,-1.3,-1,2.41,-1,-1,5.2,-1,-1,16,1.8,10,824.16,-10,-17,1720.8,-2.2,-3,101.16,-0.5,0,11.25,-1.3,-1,4.41
spread,-1.1,-1,3.29,-1.4,-1,4.24,-0.7,3,36.81,1.4,4,871.84,9.3,32,2485.61,2,3,157.8,-0.6,-1,19.84,-0.5,-1,5.05
spread,-1.5,-2,2.85,-0.9,0,3.89,-1.1,0,14.49,-0.1,-4,328.89,-2.2,5,794.36,-2.4,-1,78.84,-1.4,0,10.84,-1.5,-2,3.65
spread,-1.5,-1,3.05,-1.6,-2,3.04,-2,-2,5.6,-5.6,-6,487.64,-8.8,8,1113.96,-3.4,-3,61.44,-3.4,0,101.64,-2.1,-2,3.89
spread,-1.1,-1,3.89,-1.7,-1,6.41,-2.7,-2,12.61,-3.4,-1,739.24,2.7,13,1828.01,-1.3,0,31.81,-1.1,-3,37.29,-1.6,-1,3.24
spread,-1.3,-2,3.81,-1.2,-2,5.76,0,0,32.8,3.4,14,614.44,0.2,30,1751.16,-2,0,84.8,-1.6,0,55.04,-0.7,-1,3.01
spread,-1.4,-1,2.24,-1.8,-2,2.16,-1.2,-1,12.36,-4.7,-2,687.61,-1.8,3,905.76,-0.8,-1,62.36,-0.7,-2,32.61,-1.6,-1,2.24
spread,-1.1,0,5.89,-0.5,0,4.05,-1.1,-2,21.29,-5.5,4,980.65,1.1,20,1367.09,-0.1,0,72.69,1,1,30.2,-0.5,0,2.85
spread,-2,-1,8,-1.8,-3,22.56,-1.1,0,59.69,3,-5,1365.8,-5.6,10,1280.24,-1.4,-3,112.44,-0.3,3,95.81,-1.5,-1,8.25
spread,-1.1,-1,4.49,-2,-2,8,-2.2,-2,20.76,-5.6,6,578.84,-2.5,-5,954.45,-0.8,1,62.76,-2.2,0,38.16,-0.9,0,8.49
spread,-0.5,-1,2.05,-0.8,0,6.96,-1,-2,40.2,0.6,-9,1448.04,-0.4,8,566.44,-1.9,0,43.09,-1.4,-1,14.64,-1.1,-2,4.89
spread,-1.4,-1,3.64,-1.6,-2,1.84,-1.5,-2,10.05,-6.6,-3,463.04,-8,-2,1259,-1,1,40.4,-0.7,-2,14.41,-1.3,-1,1.41
spread,-1,-1,6.4,-1.1,0,4.89,-1.3,-3,18.01,5.1,2,660.09,8.2,34,2580.16,1,2,144.2,-1.3,-2,32.81,-1.3,-1,2.81
spread,-1.7,-2,3.21,-1.5,-1,5.65,-2.2,-4,21.76,-8.7,-4,413.61,-6.9,2,1008.69,-4.6,-5,102.24,-2,-4,25.6,-1.7,-2,5.61
spread,-1.2,-1,2.36,-1.7,-2,9.81,-1.3,-2,40.01,-2.6,-9,1053.64,-5.5,-7,2620.85,-0.9,0,151.89,-1.3,-1,20.41,-1.7,-2,5.21
spread,-0.9,-2,6.49,-1.4,0,13.44,-0.9,1,36.49,-8.6,-8,337.64,-3.5,-5,2566.85,-2.2,1,140.16,-0.7,1,25.81,-0.7,-1,5.41
spread,-1.4,-1,6.44,-0.5,1,5.85,0.5,1,33.85,10.8,14,790.96,-1.9,9,515.69,-0.5,1,110.25,-1,1,23.8,-1.1,0,3.89
spread,-1.6,-1,6.04,-1.8,0,14.16,-2.6,-4,36.84,-4.3,-8,474.81,3,9,545,-2.9,-5,73.29,-2.7,-3,28.21,-1.7,-2,4.21
spread,-1.7,-1,1.61,-2.4,-3,6.04,-3.4,-4,8.84,-1.1,-5,114.69,-5.6,-1,1188.44,-3.6,-5,66.04,-2.6,-2,10.44,-1.4,-1,3.24
spread,-2,-1,5.4,-1.9,-1,7.69,-1.5,-1,16.25,0.6,1,222.44,0.8,15,1682.36,-1.8,-2,39.96,-0.9,1,25.89,-1.8,-1,4.76
spread,-0.7,-1,10.61,-0.8,-3,21.36,-0.2,-4,100.16,1.3,-5,1290.01,2.2,-3,1785.76,0.2,-2,171.16,-0.8,2,60.96,-0.7,-1,12.21
spread,-0.9,0,4.89,-1,-1,9.8,-0.3,2,41.81,0.7,2,509.01,-0.2,-2,1048.96,-0.6,2,62.04,-1.3,-1,18.21,-1.1,-1,3.89
spread,-1.2,-1,3.76,-0.4,0,3.84,-0.6,3,17.84,0.2,12,187.36,-9.2,-7,1610.96,-0.6,-1,158.44,-1.2,-1,10.16,-1.4,-1,6.04
spread,-1.7,-2,2.41,-2,-1,4.4,-2.3,-5,27.41,-3.1,-11,384.49,-0.7,14,1613.41,-1.7,-1,73.81,-2.2,-2,8.56,-1.9,-2,2.29
spread,-0.8,-1,6.16,-1.1,-2,8.89,-1.2,-1,17.56,-3.3,-1,273.21,-3.3,0,2011.21,-0.9,-1,104.89,-0.3,0,12.61,-0.6,0,8.84
spread,-1,-1,2.6,-1.6,-2,7.24,-0.5,-2,30.65,4.8,1,658.96,6.3,7,684.41,-0.9,-2,38.29,-1.8,-2,5.56,-1.9,-2,3.89
spread,-1.2,-2,7.96,-1.4,-2,16.04,0,-1,53.6,-2,7,311.8,-1.7,-8,1274.21,-0.1,-4,104.09,-1.2,-2,21.76,-1.4,-1,8.44
index,-0.1,-1,20.89,-1.4,-1,3.44,-0.9,-1,10.69,-0.5,2,34.25,0.1,3,101.89,-2,-2,28.8,-0.9,3,131.69,2.8,5,654.96
index,-1.2,-1,5.36,-1.8,-1,3.16,-1.7,-1,26.21,-2.7,-4,22.41,-0.8,2,34.96,-2.4,-1,107.04,0.2,-1,80.36,-0.7,2,73.01
index,-1.2,-1,3.56,-0.9,-1,2.69,-0.8,-1,3.16,-1.9,-2,26.89,-0.3,-1,77.21,0,0,7.6,-1.6,-1,13.84,-0.7,1,83.61
index,-1.4,-1,3.84,-1.2,-1,0.76,-1.4,-1,2.24,-1.6,-2,22.04,0.1,1,44.09,1.3,-1,47.81,-0.8,2,37.56,-2.1,-1,307.89
index,-1.5,0,11.45,-2,-2,3.6,-1.6,-2,14.64,-2.8,-2,58.76,-2,-3,92.4,-1.7,-1,14.81,-2.4,-1,24.84,-2.1,0,149.09
index,-0.8,0,2.96,-1.1,-1,2.49,-1.3,-1,4.21,0.3,-2,38.01,-1.8,-3,208.16,-1.6,-1,11.24,-1.5,0,25.45,-2.8,-2,297.36
index,-0.3,0,9.81,-0.9,-1,3.29,-1.6,-1,5.64,-2.4,-1,254.04,-0.3,1,60.81,-2.6,-1,12.64,-1.6,-1,88.24,1.3,3,367.41
index,-1.5,-2,3.45,-1.2,-1,2.76,-1.9,-2,5.29,-4.6,-5,22.64,-3.8,0,201.56,-3.2,-1,63.96,1.5,1,27.85,-1.6,-1,44.04
index,-0.9,-1,2.89,-1.4,-1,1.04,-0.9,-1,4.49,-0.2,0,106.56,-1.9,0,59.29,-0.8,0,8.56,0.7,1,248.61,-0.9,-1,60.09
index,-1.3,-1,2.81,-0.9,0,3.09,-0.8,-1,8.56,0.3,2,231.61,-2.5,-1,32.45,-1,1,9,-2.8,-2,45.96,-5.2,-4,327.36
index,-1.3,-1,3.01,-1.5,-2,5.45,-1.2,-2,7.16,-0.6,-5,213.24,-0.9,-1,56.89,-1.1,-1,9.09,-2.3,-3,13.81,0,3,316.8
index,-1.3,-2,4.41,-1.4,-1,2.04,-1.8,-2,7.16,1.2,-1,303.16,1.3,3,61.01,-1.3,0,9.41,-1.9,-2,7.09,-3.4,-3,366.44
index,-1.5,-1,5.05,-1.4,-1,1.44,-0.9,1,8.69,2.5,6,97.65,0.2,10,208.36,-0.2,0,10.76,-1.3,-1,15.61,-1.9,-5,370.29
index,-1.2,-1,3.96,-1.2,0,3.76,-1.6,-2,6.24,-2.6,-3,52.04,-1.6,1,19.64,-1.6,-2,1.64,-0.9,-1,3.09,1,7,270
index,-1.2,-1,1.76,-2,-1,3.8,-1.5,-1,3.45,-2.4,-2,68.04,2.2,1,65.56,-1,-1,1.2,-1,-1,6.6,-1.1,0,241.49
index,-1.3,-1,8.01,-1.4,-1,2.04,-0.7,-1,9.61,1.7,2,189.81,-2.2,-3,63.56,-1.3,-1,5.21,-0.7,0,21.61,2.1,-3,439.09
index,-1.6,-2,4.04,-1.7,-1,1.41,-1.5,-2,8.85,-2.2,-2,168.96,-2.4,-1,50.24,-1.4,-1,1.84,-1.1,-2,14.49,-0.7,-5,508.61
index,-1.2,-2,6.96,-1.2,-1,4.36,-0.6,1,10.64,-1.7,-1,67.81,-1.8,-1,15.76,-1.5,-2,3.65,-0.5,1,12.25,0.7,-1,293.41
index,-1.1,-1,7.29,-0.9,0,2.49,-1.7,-1,6.21,-2.3,-4,89.01,-1.5,-5,269.25,-1.8,-1,3.76,-1.4,-2,10.64,-7.7,-11,444.61
index,-1.4,-1,4.44,-0.9,-1,2.69,-1.3,-1,5.81,-0.1,1,99.29,-1.8,-1,45.56,-1.2,-1,3.36,-1.6,-1,5.24,0,13,537.6
index,-0.9,0,1.69,-1.8,-1,4.56,-0.7,0,4.61,2.6,1,151.44,-0.2,-2,130.56,-0.8,-1,5.96,-1.4,-1,1.44,2.6,-2,159.04
index,-1.4,-2,10.44,-1.5,-1,3.85,-1.6,-1,6.84,-1.7,-1,23.41,-0.7,-1,42.41,-1.5,-1,3.65,-0.8,2,18.76,-1.4,4,418.84
index,-1.6,-2,1.84,-1.3,-1,1.61,-1.6,0,17.04,-3.1,-1,41.29,-2,-3,46,-0.7,-1,11.21,-1.9,-1,2.09,-1,-2,28.8
index,-1.5,-1,3.65,-1.3,-1,1.01,-0.6,-1,5.04,-1.3,-2,11.81,0,3,188.2,-0.7,0,8.61,-1.3,-2,10.61,-5,-1,79
index,-1.3,-1,5.61,-1,-1,4.2,-1.9,-2,4.89,-0.1,-2,88.89,-0.4,0,28.84,-1.3,-1,4.61,-0.4,-1,8.44,-2.3,-3,161.21
index,-1.8,-2,9.36,-0.8,-1,3.76,-1.8,-2,3.76,-1,-1,25.8,-1.7,0,41.81,-1.3,-1,4.01,-1.9,-2,9.29,-0.7,1,98.41
index,-1.3,-1,7.41,-1.9,-2,2.69,-1.5,-1,15.45,-3.5,-3,25.05,-2.7,-2,28.01,-1,-1,0.8,-1.9,-1,6.49,1.9,7,384.49
index,-0.7,-1,2.01,-1.3,-1,1.41,-1.7,-2,2.61,-1.4,-2,6.84,-1.2,-2,53.96,-1.2,-1,2.16,-1.1,0,6.09,-2.1,-2,139.69
index,-1.3,-1,2.61,-1.4,-1,2.84,-0.4,0,19.44,2.8,3,363.36,1.1,-2,165.69,-1.4,-1,2.64,-0.6,0,0.44,-1.2,0,274.16
index,-1.5,-2,0.85,-1.3,-2,3.81,-0.8,0,41.56,-1.9,-2,233.29,-2.9,-1,59.29,-1,0,6.8,-1.1,-1,3.09,-3.5,-3,71.25
index,-0.9,-1,6.29,-1.6,-1,3.84,-1.1,-2,11.69,-1.1,-1,67.69,-1.2,-1,28.16,-1.5,-2,2.85,-1.4,-1,16.24,-3.3,-8,323.41
index,-1,-1,1.4,-1.5,-1,4.05,-0.5,1,9.25,-1.5,-1,139.65,-1.4,-1,83.04,-1.3,-1,0.81,-1.4,-1,1.44,0.1,1,63.09
index,-1.1,-1,7.29,-0.9,0,3.69,-1.1,0,2.29,0.6,0,62.24,-2.5,-3,19.25,-1.8,-2,1.36,-0.8,1,6.36,1.5,4,92.65
index,-1.3,-1,1.81,-1.4,-1,2.04,0.2,1,8.16,0.2,0,27.76,-2,0,72.4,-0.8,-1,9.96,-1.6,-2,2.64,-3.2,-2,52.56
index,-1,0,8.8,-1.2,0,3.36,-2,-3,3.2,-3.6,-5,54.04,-0.4,-4,75.04,-1.5,0,32.45,-1,-1,6.8,1.8,5,1123.96
index,-1.4,-1,5.24,-1.4,-1,3.44,-1.5,-1,54.45,-1.2,-3,87.96,-0.8,-2,134.36,-1.6,-2,12.04,-2,-2,3.4,-4.1,-4,243.09
index,-1.3,-1,2.41,-1.8,-2,0.96,-1.8,-1,9.36,-1,0,90.2,-2.1,2,101.69,-0.9,0,6.29,-0.8,0,29.76,-1.8,1,70.16
index,-1.1,0,7.69,-1.5,-1,4.25,-1.7,-2,10.61,-0.8,0,97.76,-0.7,6,241.01,-1.3,-1,5.21,-1.1,0,9.09,0.3,2,294.21
index,-0.5,0,6.05,-1.4,-1,7.84,-1.2,-2,7.16,-1.1,0,74.89,0.5,5,129.85,-0.9,-1,2.69,-1.7,-2,10.41,4,3,134.2
index,-1.4,-2,2.84,-1.6,-1,2.64,-0.7,-2,12.61,0.5,6,130.85,-2.6,-2,78.04,-1.5,0,9.25,-0.9,-1,2.69,-3.9,-3,50.89
index,-0.7,-1,9.41,-1,-1,1.6,-1.1,0,15.69,-2.6,-4,32.24,-3.1,-3,44.49,-1.8,-1,6.96,-0.1,1,10.29,4,4,836
index,-1,-1,2,-1.2,-1,2.36,-1.6,-1,7.64,-1.8,-1,46.16,-0.6,-3,66.04,-1.4,-1,5.84,-1.3,-1,8.21,-2.7,-1,139.21
index,-1.2,-1,1.96,-1.2,-1,1.36,-1.8,-2,6.96,-0.4,-1,64.64,-0.4,0,107.84,-0.6,-1,4.64,-1,-1,3,-4.3,-3,133.21
index,-0.9,-1,1.69,-1.7,-1,1.21,-0.5,0,5.05,-0.4,-1,41.84,-2.2,1,106.96,-1,-2,12.4,-1.5,-1,3.45,-1.7,-2,34.01
index,-1.6,-2,3.24,-1,-1,2.2,-0.8,0,12.16,-1,-1,60,-0.6,0,74.84,-0.9,-1,8.29,-0.8,-1,5.56,-5.3,-4,51.81
index,-0.7,0,5.61,-1.3,-1,2.81,-0.9,-1,8.29,-2.4,-3,352.24,-2.4,-2,34.64,-1.1,-1,3.69,-0.6,-1,7.64,3.3,2,231.21
index,-0.7,0,12.61,-1.1,-1,3.89,-2,-1,5.4,-3.5,1,94.65,-1.6,-1,21.44,-1.2,-1,2.76,-1.3,-1,19.01,-4.8,0,394.56
index,-1.7,-1,1.81,-1.6,-1,2.44,-0.8,-3,32.96,1.9,3,126.09,-2.3,0,57.21,-1.9,-2,1.89,-0.8,-1,5.36,-1,2,107.4
index,-1,-1,4.2,-0.6,-1,2.64,-1.8,-2,8.96,-2.4,-1,24.24,0,0,34.4,-0.9,0,1.89,-1.1,-2,14.89,1.3,5,927.01
index,-1.2,-1,7.16,-1.6,-1,1.84,-1.4,-1,19.44,0.8,2,303.96,0,2,24.4,-0.6,0,6.64,-0.8,0,4.56,-0.8,7,179.96
index,-0.9,0,3.09,-1.3,-1,2.41,-1.3,-1,6.81,0.4,-3,111.64,-1.6,-1,40.84,-1.4,-1,1.84,-1.1,0,9.49,-3.9,-1,178.69
spread,-1,0,3.6,-0.8,-1,10.76,-0.4,-2,38.04,-3.4,0,613.84,-6.6,-9,546.04,-0.8,5,124.76,-3.2,0,103.36,-1,1,9.8
spread,-0.4,0,4.04,-0.5,0,9.05,-0.5,-2,34.85,-0.5,0,1187.25,5.4,16,240.04,0.3,1,24.61,-1.8,1,53.56,-1.2,0,6.96
spread,-1.5,-1,3.05,-1.4,-1,7.04,-2.4,-1,31.64,-8.3,6,2965.01,-3.1,-11,423.69,-2.1,-2,33.69,-2.1,-2,54.09,-1.3,-1,7.21
spread,-1.6,-2,10.04,-1.4,-1,5.84,-1.3,0,31.21,1.6,12,1890.44,-1.1,0,414.29,-0.9,-4,53.69,0.1,3,38.09,-1.1,0,17.29
spread,-2,-2,2.4,-1.6,-1,3.44,-1.9,-3,7.29,-5.8,3,1358.56,-6.4,-7,140.44,-4,-2,22.6,-2.5,-1,89.45,-2.3,-2,13.41
spread,-1.6,-1,3.04,-2.2,-2,1.96,-1.4,-3,21.84,-4.5,2,1008.45,-2.3,-2,125.41,-3,-4,16.6,-0.6,-1,42.24,-1.9,-2,10.49
spread,-1.2,-1,7.56,-2.3,-2,20.21,-2.9,-6,42.49,-9.8,3,1112.96,-2,0,179.8,-2.6,-4,79.64,-2.4,-1,20.84,-1.7,-2,3.61
spread,-0.6,-1,0.84,-0.7,0,3.01,0.1,-1,15.89,3.4,7,2434.44,3.3,4,446.81,0.4,-2,68.84,-0.5,0,106.05,-1.6,-2,14.64
spread,-1.9,-2,2.49,-1.6,-1,4.24,-1.5,-1,11.65,0.8,10,1169.76,-2.3,3,347.21,-1.7,1,32.61,-1.3,0,30.81,-1.3,-1,4.61
spread,-0.6,0,8.44,-0.5,-1,32.45,-0.5,-1,153.85,-10.6,-16,2516.24,-3.8,12,830.16,1.8,4,194.36,-4.6,-1,199.04,-0.8,0,24.56
spread,-1.6,-1,4.24,-1,0,14.2,-0.7,1,60.61,4.8,-6,1001.16,2.6,5,372.04,-0.7,-1,47.61,-1.6,5,103.04,-1,0,8
spread,-1.7,-2,4.81,-1.6,-2,8.24,-1.9,-5,91.29,-4.5,-4,967.25,-3.4,-9,345.04,-4.9,-3,101.49,-1,-1,30.4,-2.2,-2,2.96
spread,-1.2,0,11.16,-0.9,0,16.89,-0.6,-1,75.64,-1.3,-8,1086.81,6.8,7,356.36,0.8,4,78.76,-1.5,5,669.65,-0.2,0,9.96
spread,-1,0,2.4,-1,-1,3.4,0.5,1,20.85,-2.4,2,606.44,-3.2,3,240.96,0.3,-1,60.01,-1.1,-3,106.49,-1.2,-2,2.96
spread,-1.4,-1,5.24,-1.2,-1,5.36,-1.2,-2,24.76,0.5,9,1095.45,0.7,-6,541.81,0,1,48.6,-0.8,-1,15.36,-1.3,-2,2.61
spread,-1,-1,3.2,-1.1,-1,5.89,0.2,1,14.16,3.8,4,767.16,1.4,8,714.44,-0.4,4,256.44,-0.3,-3,149.41,-1.5,-2,13.25
spread,-0.8,0,3.56,-0.4,2,18.24,1.1,5,55.29,7.4,2,3072.24,2.6,1,399.64,-1.7,-4,51.21,-0.9,-1,15.89,-0.7,0,4.41
spread,-1,-1,1.8,-1.7,-2,7.01,-0.4,1,30.64,2.4,8,1529.84,-0.9,7,744.09,-0.1,3,57.29,-0.2,-1,71.36,-0.9,-1,11.69
spread,-1.5,-2,1.65,-1.7,-1,3.41,-2.2,-1,25.36,-5.4,7,1197.64,7.4,18,777.44,-1.3,-1,70.41,0.4,-1,38.84,-1,-1,4.4
spread,-1,0,2.8,-0.8,-1,2.16,-1.5,-1,16.25,-3.1,17,1801.29,-3.9,2,1052.09,0.3,1,15.61,-0.1,1,56.29,-0.8,0,6.76
spread,-1.9,-1,7.29,-2.5,-1,6.85,-2,-2,54.2,-1,0,777.6,3.2,4,313.56,-2.4,-2,20.04,-1.6,0,49.64,-1.4,0,6.44
spread,-1.5,-2,3.65,-1.4,-1,10.44,-1.1,-1,27.69,-6.7,-12,616.41,-2.8,-2,141.76,-0.6,-2,50.44,-2.5,-3,123.05,-0.9,-1,16.89
spread,-0.7,-1,3.61,-0.6,0,10.24,-0.6,0,26.64,3.6,2,1144.84,-1.2,-5,1231.16,0.2,2,40.76,-0.6,2,29.24,-1.3,-1,7.01
spread,-2,-1,4,-2.3,-2,8.01,-1.6,-2,20.24,-3.7,-9,657.41,-1.5,-3,441.65,-2.7,-4,66.41,-1.4,0,33.44,-1.3,-1,7.81
