@relation 'position-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C1-L4,6'

@attribute class {rest,index,pinch_1,pinch_3,fist,spread}
@attribute A_mean numeric
@attribute A_median numeric
@attribute A_variance numeric
@attribute B_mean numeric
@attribute B_median numeric
@attribute B_variance numeric
@attribute C_mean numeric
@attribute C_median numeric
@attribute C_variance numeric
@attribute D_mean numeric
@attribute D_median numeric
@attribute D_variance numeric
@attribute E_mean numeric
@attribute E_median numeric
@attribute E_variance numeric
@attribute F_mean numeric
@attribute F_median numeric
@attribute F_variance numeric
@attribute G_mean numeric
@attribute G_median numeric
@attribute G_variance numeric
@attribute H_mean numeric
@attribute H_median numeric
@attribute H_variance numeric

@data
pinch_1,-0.6,-1,4.64,-1.6,-1,6.84,-1.8,0,33.16,-1,-3,329.2,0.7,4,637.01,-3.2,-2,59.36,-1.1,-1,14.69,0,1,24.2
pinch_1,-1.5,-1,2.45,-1.5,-1,2.25,-1.8,0,12.36,-0.8,-1,833.56,-3.2,-10,1033.36,-5,0,117.8,-1.7,-1,4.41,-1.7,-2,7.21
pinch_1,-0.7,0,2.61,-1,-1,6.6,-0.9,1,30.29,-6.6,-10,525.44,-5.6,-6,1396.84,-0.1,0,7.09,-1.1,-2,5.09,-0.8,0,21.76
pinch_1,-1.7,-1,3.61,-2.4,-1,11.24,-2.5,0,74.65,5.9,7,849.89,0.4,4,714.04,-2,-2,12,-1.3,-1,3.61,-1.6,-2,9.04
pinch_1,-0.9,-2,3.29,-1.2,-2,14.56,-1.5,2,53.85,3.6,8,951.84,2.6,9,808.84,-1.2,-1,23.36,-1,-1,6.6,-1.5,-1,1.85
index,0.2,0,16.16,-0.7,0,7.21,-1.6,-2,13.04,-1.2,0,40.96,0.7,-1,138.21,-2.4,2,127.84,-1.9,2,88.89,-1,-1,3.8
index,-0.6,-1,4.64,-1.8,-2,7.56,-0.7,-1,46.01,-0.1,-2,65.69,-0.5,1,174.65,-2.4,-2,368.24,-1.9,0,142.09,-1.3,-1,16.81
index,-2.9,-1,21.29,-1.7,-2,2.81,-2,-2,5.4,-1.7,-1,14.21,-4.6,0,118.04,8.8,4,232.36,-0.3,3,47.61,-2,-2,5.4
index,-1.1,0,18.89,-1.2,-1,2.96,-1.5,-2,3.85,-1.7,1,44.41,1.4,-1,126.24,-6.5,-1,148.05,-2,0,223.2,-0.3,0,5.61
index,-0.6,1,34.44,-1.6,-1,5.24,-1.4,-1,2.84,-0.8,1,22.36,1.5,0,111.85,0.4,0,270.24,-2.2,0,68.16,-1.5,-2,7.65
index,-1.7,0,8.81,-1.6,-2,3.84,-1.7,-2,2.81,-1.2,-3,11.56,-0.1,-6,194.89,-3.4,-9,582.44,-1.5,0,109.45,-2.1,-2,5.69
index,-1.7,-3,9.41,-1.3,-1,2.61,-1,-2,9,-0.7,0,10.61,-3.2,0,76.16,-5.3,1,389.21,-0.7,1,16.81,-1.4,-1,1.04
index,-1.8,-2,97.76,-1.9,-2,6.29,-1.7,-2,8.81,-1.7,-1,5.21,-2.2,0,56.56,4,2,102.2,-2.1,2,315.29,-1.2,-1,4.76
index,-1,0,15.8,-1,-1,2.4,-0.6,0,5.44,0.5,0,34.65,2.5,2,316.65,7.5,-2,423.85,-1.5,-1,291.05,-1.7,-1,7.21
index,-1.3,-1,5.21,-2.6,-3,2.64,-1.9,-1,13.09,-1.3,-1,59.21,-2.4,-3,113.64,-7.7,-9,200.81,-1.3,-3,40.41,-1.6,-1,2.44
index,-0.8,0,4.16,-1.3,-1,4.81,-2.1,-2,9.29,-2,-1,26.2,-0.6,-5,247.84,-4.4,1,173.24,-2.7,0,58.01,-1.1,-1,4.49
index,-1.5,-1,8.85,-1.6,-1,2.64,-1.9,-2,3.29,-2.5,-1,16.45,-1.7,-5,61.41,-0.2,-4,227.36,2.1,0,66.49,-0.8,-1,1.56
index,-1.4,-1,12.04,-1.2,-1,3.36,-0.8,-1,4.76,-0.2,1,20.16,1.5,6,210.45,-6,-6,196.6,-2.6,-1,29.84,-1.2,-1,2.56
index,-1.1,-1,7.09,-1.3,-1,0.61,-0.4,-1,7.44,-0.3,-1,24.81,-0.1,3,85.89,1.1,0,40.29,-0.2,1,42.56,-0.9,-1,2.29
index,-0.3,-2,51.61,-0.9,-1,3.29,-0.6,0,4.64,-1,-1,12.6,-1,-2,182.8,-4.1,3,234.49,-0.4,-1,250.84,-1.3,-1,1.21
index,-1.9,-1,4.09,-1,-1,2.6,-1.6,-1,4.24,-1.6,-1,6.44,-2.5,-3,67.65,-0.6,2,156.84,-1.5,1,21.05,-1.7,-1,3.01
index,-1.2,-2,4.76,-2,-1,2.6,-1.5,-1,1.85,-1.8,-1,5.16,-2.2,-1,21.76,-0.1,3,16.49,-1.2,-3,50.36,-1.3,-1,4.21
index,-1.3,-1,3.21,-0.7,0,2.81,-1.6,0,28.64,-0.8,-1,90.36,0.3,-1,426.81,-4.3,-3,200.81,-1.1,0,17.69,-0.8,0,2.96
index,-1.2,-1,1.76,-1,-1,1.2,-1.1,0,5.29,-1.5,-1,5.85,-2.6,-1,146.04,-0.1,4,159.29,-0.8,0,112.96,-2.1,-1,4.29
index,-1.7,-2,2.81,-1,-1,2,-1.3,-1,9.21,-1.2,-1,16.76,-2.2,-2,66.36,-0.4,4,34.64,-3.7,-1,82.01,-1,0,2
index,-1.2,-1,2.36,-1.5,-1,1.05,-0.7,-1,6.21,-0.2,0,7.36,0.9,3,84.29,-3,-5,50.4,1.1,2,15.49,-1.2,-1,2.56
index,-0.7,0,2.81,-1.4,0,3.64,-1.6,-2,5.84,-1.1,-3,32.69,-1.2,-1,69.36,-2.5,-3,291.05,-1.5,-1,34.45,-1.2,-1,1.96
index,-1.5,-1,4.65,-1,-1,2,-1.8,-2,6.36,-1.8,-2,12.76,-1.9,-4,40.89,0.1,2,42.29,-1.2,1,106.56,-0.6,0,4.24
index,-1.5,-2,5.05,-1.6,-1,1.64,-1,-1,1.2,-0.8,-1,5.36,-1.6,-1,29.64,0.6,1,144.04,-0.9,-2,56.49,-1.5,-1,0.65
index,-1,-1,0.8,-1.6,-1,1.84,-1.1,-1,2.09,-1.7,-3,12.21,-2.4,-1,111.44,-2.1,-2,108.09,-2.5,-2,14.25,-1.6,-1,1.84
index,-1.5,-1,3.25,-1.4,0,2.64,-1.5,-2,7.85,-1.8,-1,10.56,-1.4,-1,20.44,-1,-1,13.6,-1.4,-1,5.44,-1.5,-2,1.25
index,-1.2,-1,1.76,-1.2,-1,1.36,-0.6,-1,5.04,-1.1,0,19.29,-0.3,-2,126.81,-2.2,-1,13.16,-2.6,0,22.24,-1.1,-1,1.69
index,-1.4,-1,1.64,-1.5,-1,0.65,-1.5,-1,5.45,-1.5,-1,21.05,0.1,1,9.29,-3.6,0,82.64,-0.9,-2,27.69,-2,-1,2.2
index,-0.8,0,2.16,-1.6,-1,1.64,-1.5,-2,2.05,-1.5,-1,6.85,0,-3,52,-1.7,-4,37.81,-0.1,-1,8.09,-0.9,0,2.29
index,-1.2,-1,0.56,-1.6,-2,0.84,-0.9,-1,1.89,-1.9,-1,8.09,-3.6,-4,98.84,-3.9,0,82.29,-2.9,-3,2.49,-1.6,-1,1.84
index,-0.9,-1,3.69,-1.3,-1,2.01,-2,-2,5.2,-0.8,-1,7.56,-2.1,-2,22.89,-0.3,0,5.81,-2,-2,5.6,-1.1,-1,4.09
index,-1.1,-1,1.09,-1.1,-1,2.09,0.2,0,11.96,-0.1,0,12.49,-0.9,0,51.69,0.9,0,27.09,-0.1,0,5.69,-1.3,-1,3.21
index,-1.8,-1,0.96,-1.6,-1,1.84,-1.4,-1,3.04,-1.1,-1,11.89,-1.4,-3,105.24,-2,-2,26,-2.4,-1,14.64,-1.4,-2,3.04
index,-1.3,-1,3.21,-1.1,-1,1.29,-1.1,0,8.49,-0.6,0,11.64,-4.9,-3,70.49,-1.9,-3,11.09,-3,-2,8.8,-1,0,1.4
index,-1.1,0,5.09,-1.5,-1,4.45,-1.6,-1,5.04,-1.3,-1,4.01,-1.6,0,76.04,-1.4,-2,48.24,-0.1,-1,8.09,-1.4,-1,3.04
index,-1.8,-1,3.16,-1.5,-1,3.45,-0.7,-1,7.01,-0.5,-1,29.25,0.9,0,59.49,-0.5,1,18.85,-0.8,-1,3.16,-1.2,-1,4.36
index,-1.5,-1,2.45,-1.6,-1,2.04,-1.5,-1,5.85,-2,0,7,-3.2,-5,42.56,-1.4,-1,8.24,-1.3,-3,12.61,-1.6,-1,2.84
index,-0.9,0,2.29,-1.2,-1,2.36,-1.2,-1,7.36,-1.1,-2,20.29,-0.8,1,122.76,-1.3,-1,11.01,-1.2,-1,18.56,-1.6,-2,1.84
index,-0.4,-2,26.84,-1.6,-1,1.24,-0.9,-1,2.29,-1.2,-1,3.56,-0.9,-1,33.89,-1.1,-1,1.09,-0.9,-1,2.89,-1.3,-2,5.61
index,-1.2,-2,152.36,-0.2,0,1.96,-1.1,-1,4.69,-0.3,-1,4.21,-1.9,-3,17.69,-1.2,-1,1.96,-0.2,0,2.56,-0.8,-2,9.76
index,-1.6,-1,8.24,-2,-2,2.4,-2.2,-2,3.16,-2.3,-1,10.61,-0.9,2,36.29,-1.4,-2,3.24,-1.4,-2,6.04,-1.5,-2,1.25
index,-1.6,-1,6.64,-0.9,-1,0.89,-0.9,-1,8.89,-1.5,-1,18.25,2.7,-5,298.01,-0.8,-1,7.96,-2.2,-1,20.36,-1.3,-2,3.81
index,-0.3,0,21.01,-1.3,-1,2.21,-1.4,-1,4.44,-1.5,-2,11.05,-2.6,0,96.04,-1.5,-1,3.05,-0.7,0,3.01,-1,0,2.2
index,-0.9,-1,8.69,-1.3,-1,1.21,-1.1,-1,2.49,-0.8,0,3.96,-2.1,-1,17.49,-1.3,-1,2.41,-2.2,-1,10.36,-0.8,-1,3.96
index,-0.7,0,77.61,-1.1,-1,2.09,-1.5,-1,9.05,-0.9,0,5.09,-0.8,-1,92.76,-0.6,-1,5.84,-0.2,0,32.56,-0.9,-1,3.09
index,-1.9,0,10.69,-0.9,-1,2.09,-1,-1,2.4,-1.3,0,9.81,-1.9,-6,75.69,-0.9,0,8.89,-2.5,0,22.25,-1.3,-2,3.81
index,-0.9,-3,45.49,-0.9,0,1.49,-1.4,-1,3.64,-1.1,-1,27.09,-2.9,-3,84.09,-1.6,-2,4.24,-1.4,-1,9.24,-1.4,-2,5.04
index,-2.4,-1,25.04,-1.8,-1,0.76,-1.2,-1,2.56,-1.5,-3,5.45,-1.5,-1,37.85,-1,-1,3,-0.6,-1,21.04,-1.2,-1,3.36
index,-0.8,-1,10.16,-1.3,0,3.21,-1.2,-1,8.56,-1.5,-1,25.05,-1.2,0,266.16,-0.8,0,22.16,-1.5,-2,9.45,-0.9,-1,9.09
index,-2.2,-2,19.56,-1.5,-1,2.65,-1,0,1.6,-1.3,-2,3.81,-0.7,3,56.21,-1.3,0,4.21,-0.5,-1,10.65,-1,-1,3.4
index,-1.3,-1,8.21,-2.2,-2,2.16,-1.5,-1,3.05,-0.9,-1,8.49,-1.4,-2,47.64,-1.8,-2,2.56,-1.7,-1,2.01,-1.2,-1,0.96
rest,-1.2,-1,1.56,-1.5,-1,4.45,-1.7,1,26.01,-1.1,5,183.89,0.3,3,40.21,-0.6,-1,8.24,-1.3,-1,1.01,-0.4,0,1.64
rest,-1.2,-1,5.76,-1.7,-1,8.41,-1.6,-2,26.44,-5.2,0,268.96,-5.1,-3,250.69,-1.3,-1,16.61,-1.3,-2,2.61,-1.6,-2,4.04
rest,-1.5,-2,2.45,-1.8,-2,2.76,-1.2,-1,16.16,4.3,7,87.41,-1.4,0,61.04,-1.2,-1,3.96,-1,-1,1.8,-1.6,-2,1.64
rest,-1.3,-1,2.01,-1.8,-2,4.36,-1.2,-1,18.36,0.7,0,900.21,0.2,1,802.56,3.8,-2,385.76,-0.8,-2,15.36,-1.5,-2,4.45
rest,-1,0,2.8,-0.7,0,3.21,0.5,0,17.65,2.3,5,632.21,2.7,3,221.61,-1.7,1,34.01,-1.7,-2,7.21,-0.7,-1,1.61
rest,-0.9,-1,2.09,-1.3,-1,3.21,-1.1,0,11.89,-2.8,1,46.76,-3.6,-4,34.24,-2.2,-2,5.76,-1.3,-2,1.41,-1.3,-1,1.41
rest,-1,0,16.6,-1.4,-2,3.24,-1.8,-1,7.36,-1.5,0,94.65,0.2,0,34.76,-0.8,-1,4.96,-0.5,-1,1.05,-1.4,-1,5.44
rest,-1.4,-1,1.84,-1.5,-2,3.05,-2,-2,26.8,-3.6,3,206.24,-1.8,-2,144.36,-1.8,-2,6.16,-1.9,-1,3.09,-1.1,-1,2.89
rest,-1.1,-1,1.89,-1.7,-1,3.61,-1.7,-2,34.61,-2.1,-2,927.29,-0.9,3,259.09,-1.8,-1,8.56,-1.9,-2,5.49,-1.9,-2,0.29
rest,-1.3,-1,1.41,-1.4,-1,3.04,-1.3,-1,19.61,-4.5,-1,194.85,-2,-1,56.2,-1.1,-1,1.09,-1.4,-2,0.64,-1.4,-1,0.44
rest,-1.6,-2,2.04,-1,-1,2.8,-1.6,-2,6.04,0.4,-1,88.84,-0.7,1,50.41,-1.6,-1,3.84,-1.7,-2,6.61,-2.2,-2,1.56
rest,-1.7,-1,2.61,-1.3,-1,1.81,-1.9,-3,6.89,-5.9,0,357.09,-5,-4,277,-2.2,-2,4.16,-2,-2,2,-1.7,-2,0.81
rest,-1.6,-1,1.84,-1.1,-1,1.29,-1,0,4.6,1.3,1,178.81,-0.2,1,53.76,-1,-1,1,-1,-1,1.8,-1.1,-1,1.09
rest,-1.2,-1,2.56,-1.1,0,2.89,-0.8,-1,17.56,-4,2,618.6,-3.5,-4,283.25,-1.5,-2,6.85,-1.6,-1,9.84,-1.1,-1,1.69
rest,-1.4,-2,1.84,-1,0,4.8,-0.1,-1,24.29,3.3,7,133.81,1.6,0,127.24,-1.3,0,8.61,-0.9,-1,2.89,-1.3,-1,0.41
rest,-1.5,-1,1.45,-1.4,-1,7.44,-1.4,-4,26.84,1.4,-13,1129.84,-1.5,-8,304.05,-0.8,-1,5.36,-1.2,-1,4.56,-1.2,-1,0.96
rest,-1.2,-1,0.56,-1.1,-1,2.89,-0.6,-2,23.24,3,0,251.8,-0.2,-2,80.76,-1.3,-1,2.61,-2,-1,1.2,-1.7,-2,0.61
rest,-1,-1,1.8,-1.6,-1,3.44,-1.5,0,12.85,1.7,3,1981.61,1,1,420.8,-1.1,-1,13.49,-0.9,-1,4.89,-1.3,-1,0.61
rest,-0.9,0,1.49,-1.6,-1,1.84,-1.7,-1,14.61,-2.6,-4,255.64,-3.2,-3,56.16,-1.3,-1,2.21,-1.6,-1,2.44,-0.9,-1,1.69
rest,-1,-1,0.4,-1,-1,1.8,-0.1,-1,11.69,-3.9,-13,1811.09,0.9,-14,790.89,-1.3,-2,13.21,-0.6,0,5.44,-1.1,-1,2.29
rest,-1.1,-1,1.49,-0.8,-1,5.16,-0.3,2,23.41,5.6,9,818.84,1.3,-3,368.61,0.1,0,15.29,-0.2,0,7.56,-0.7,-1,2.41
rest,-1.1,-1,1.49,-1.6,-2,2.84,-0.9,-2,15.89,1.4,2,914.84,-0.9,4,492.49,-1.3,-1,13.81,-1.8,-2,5.16,-1.6,-1,2.44
rest,-1.3,-1,0.61,-1.4,-1,4.84,-1.4,-1,16.24,-5.2,-10,1359.36,0.6,3,648.04,-0.1,-1,14.69,-0.8,-1,4.16,-0.9,-1,1.69
rest,-1.1,-1,1.09,-1.1,-1,1.49,-1.6,-1,4.04,-3.4,5,261.64,-4.6,0,73.84,-1.3,-1,7.41,-1.6,-2,4.24,-1.3,-1,0.81
rest,-0.8,-1,1.56,-1.3,-1,1.81,-0.7,0,8.01,0.9,13,556.29,-1.6,-7,380.64,-2.7,-2,8.01,-1.2,-1,0.96,-1.5,-1,0.85
rest,-1.4,-1,1.44,-1.5,-1,3.85,-1.8,-1,7.16,-4.1,4,474.09,-4.5,-2,114.65,-1.6,-2,12.64,-0.5,-1,3.45,-0.7,-1,1.41
rest,-1,-1,1.6,-1.5,0,4.05,-1.3,-1,4.61,1.2,0,1013.16,0.7,6,443.01,-0.4,-1,12.84,-0.9,-2,3.89,-1,-1,1.4
rest,-1.4,-1,1.84,-2,-1,3.2,-2.3,-2,11.61,-3.3,-1,746.21,-4.1,-4,274.29,-2.3,-2,11.41,-1.8,-1,3.16,-1.9,-2,1.09
rest,-1.1,-1,2.49,-0.4,-1,8.64,0.9,0,14.89,-2.6,-2,926.84,-0.2,-3,92.96,-0.5,-1,8.25,-0.3,-1,2.81,-1.4,-1,1.04
rest,-1.5,-1,2.05,-1.3,-1,1.21,-1.8,-1,4.96,-2.7,-3,415.41,-1.5,0,61.65,-1.4,-1,4.24,-1.2,-1,1.96,-1.5,-2,0.85
rest,-1.1,-1,1.49,-1.2,-1,3.56,-0.9,1,10.69,3.4,0,214.84,1.8,-2,91.96,0.3,-1,8.21,-0.7,0,1.61,-1.3,-1,1.41
rest,-1,-1,4,-0.6,-1,3.64,-0.3,0,3.21,2,3,94.8,-1.2,0,96.96,-1.4,-2,6.24,-1.8,-1,1.56,-1.4,-1,0.64
rest,-1.2,-1,1.76,-2,-2,4,-0.7,-1,6.61,6.6,9,816.04,2.6,1,308.04,-1.1,-1,7.29,-1.2,-2,4.56,-1.3,-2,2.21
rest,-1.4,-1,1.44,-1.6,-1,3.24,-1.2,-1,4.76,-5.9,-4,246.69,-1.6,-2,69.64,-1,-1,7,-1.4,-2,2.64,-0.9,-1,1.29
rest,-0.8,-1,2.16,-1.7,-1,4.21,-1.8,1,16.76,-4.2,-10,982.76,-1.2,-1,241.76,-0.3,-1,10.21,-0.9,-1,1.89,-1.6,-1,1.04
rest,-0.8,-1,1.56,-1.1,0,2.49,-1.3,-1,3.61,-1.8,-1,219.96,-1.7,-2,36.81,-1.3,-1,2.21,-1.4,-1,1.24,-0.7,0,1.21
rest,-1.3,-1,0.81,-1.9,-2,2.29,-1.7,0,9.81,-6.5,-3,511.25,-4,-7,143.6,-1,0,4.8,-1.6,-1,3.64,-1.5,-1,1.05
rest,-1.3,-1,2.01,-0.8,0,3.16,-0.3,0,4.41,3.9,6,69.69,1,2,49.2,-0.9,-1,6.29,-0.7,-1,1.21,-1.1,-1,1.69
rest,-1.8,-1,1.96,-0.9,-1,3.69,-1.9,-1,8.49,-1.1,2,149.29,0.1,-1,136.69,-1,-1,2,-0.9,-1,1.09,-1.2,-1,2.56
rest,-1.1,-1,1.09,-1.7,-1,1.61,-1.5,-2,20.25,2.1,2,1058.29,-2.6,-2,127.64,-1.5,0,4.25,-1.2,-1,1.56,-1.1,-1,1.29
rest,-1.2,-1,2.76,-0.6,0,5.44,-1.2,-2,20.76,-3.3,-3,497.01,-2.6,-5,233.04,-0.4,-1,18.04,-1.1,-2,5.29,-1.1,-1,2.29
rest,-1,-1,0.6,-1.1,0,2.69,-2.5,-1,13.85,-4.9,-8,560.09,-2.6,1,108.04,-1.1,0,4.49,-1,-1,1.8,-1.2,-1,0.76
rest,-1.2,-1,1.16,-1.9,-2,1.69,-1.2,-2,5.16,1.8,3,646.96,1.3,4,292.21,-1.7,-2,10.21,-1.8,-2,1.36,-1.8,-2,1.16
rest,-1.6,-1,0.44,-0.9,-1,0.29,-1.4,0,7.44,-2,7,471.2,-2.2,0,270.36,-1.4,0,16.04,-1.3,-1,2.21,-1.4,-1,0.84
rest,-1.8,-1,2.56,-1.2,-1,2.36,-2.2,-3,20.76,-6.4,-7,384.24,-1.8,2,143.16,-0.5,0,4.65,-1.2,-1,0.56,-0.8,0,1.36
rest,-1.1,-1,2.29,-1.5,-2,6.25,-1.4,-2,17.24,-5.5,-3,352.25,-3.5,-5,506.65,-1.5,-2,14.05,-1.8,-2,5.16,-1.8,-2,0.76
rest,-0.3,0,0.81,-1,-1,1.2,-1.2,0,12.56,-1.7,-9,521.81,-2.3,1,154.01,-1.8,-2,7.76,-1,-1,2.6,-0.9,0,2.09
rest,-1.2,-1,0.56,-1.4,-1,3.44,-1.4,-2,10.04,-3.5,-3,329.65,-2.4,0,272.64,-0.6,-1,3.24,-0.9,-1,3.09,-1.4,-2,1.04
rest,-1.4,-2,0.84,-1.9,-2,2.09,-1,-1,11.8,5.7,5,256.41,-1.5,3,124.65,-1.2,-1,4.76,-1.4,-1,3.04,-1.3,-2,1.81
rest,-1.3,-2,3.01,-1.2,-1,2.16,-1.6,-2,11.24,-0.9,-6,460.09,-1,-1,370.8,-0.7,-1,15.01,-1.3,-2,3.01,-1.2,-2,2.16
rest,-1,-1,3.2,-1,-1,2.2,-0.9,0,3.29,0.5,-2,108.85,-1.6,-1,161.64,-1,-1,4.6,-1.7,-2,0.61,-1.2,-1,1.96
rest,-1.2,-1,0.56,-1.5,-1,1.25,-1.3,-1,1.81,-1.7,-1,0.61,-2.2,-2,0.96,-2.3,-2,0.81,-1.7,-2,16.61,-1.1,-1,0.89
rest,-1.3,-1,1.01,-1.3,-1,2.01,-1.1,-1,0.89,-1,-1,0.8,-0.9,-1,4.49,0,0,2.2,-1,-1,2.4,-0.9,-1,0.89
rest,-1.2,-1,0.16,-1.3,-1,1.21,-1.3,-1,1.61,-1.2,-1,3.16,-0.1,-2,13.89,-1.2,-1,3.16,-1.2,0,3.56,-1.4,-1,0.44
rest,-0.9,0,2.89,-0.9,0,3.49,-0.9,-1,2.89,-1.8,-1,4.56,-1.5,-1,12.65,-1.4,-1,3.84,-1.8,0,22.56,-1.1,-1,0.69
rest,-1.1,-1,0.49,-1.4,-1,0.84,-1.4,-1,0.84,-0.6,0,3.84,-1.4,-2,14.24,-1,-1,3.2,-1.4,-2,5.44,-1.2,-1,0.96
rest,-0.8,0,0.76,-1.1,-1,1.49,-1.2,-2,1.56,-1.2,-1,2.36,-1.3,-2,7.81,-0.9,0,1.29,-1.2,-1,0.96,-1.2,-1,0.16
rest,-1.2,-2,1.56,-1.5,-2,2.45,-0.6,-1,1.64,-0.6,-1,1.64,-0.4,-1,10.64,-0.8,0,0.76,-1.6,-1,5.64,-1.3,-1,0.81
rest,-1.2,-1,0.96,-1.2,-1,1.16,-1.8,-2,1.56,-1.8,-1,2.76,-1.3,-1,6.01,-1.3,-1,0.61,-1.3,-1,2.61,-1.1,-1,0.29
rest,-1.8,-2,1.36,-1.4,-1,1.84,-1.3,-1,1.41,-1,-1,2.8,-1.8,-2,5.36,-1,-1,2.4,-0.7,-1,3.41,-1.2,-1,0.56
rest,-0.8,-1,1.96,-1.7,-1,2.41,-1.2,-1,2.56,-0.8,0,2.36,-1.3,-1,6.81,-1.5,-1,1.25,-0.7,-1,4.81,-1.1,-1,0.49
rest,-1.7,-1,1.21,-1.3,-2,1.41,-1.3,-1,1.21,-1.5,-1,2.05,-1.5,-2,24.05,-0.9,-1,1.69,-1,-1,14.2,-1.1,-1,1.49
rest,-0.8,0,0.96,-2.1,-2,2.09,-1.5,-1,1.65,-2.2,-2,2.36,-1.4,-1,11.84,-1.6,-1,2.44,-1.9,-2,2.49,-1.5,-1,0.45
rest,-1.2,-1,1.76,-0.5,0,1.45,-1.2,-1,1.36,-0.9,-1,0.29,-1.3,0,8.81,-0.7,0,2.01,-1.3,-1,0.61,-1.1,-1,0.69
rest,-0.7,-1,1.41,-1.7,-1,2.01,-1.2,-1,0.76,-1.3,-1,4.01,-1,-1,8.2,-0.9,0,3.29,-1.9,-2,1.29,-0.9,-1,0.29
rest,-1.2,-1,1.16,-1.4,-1,1.24,-0.7,0,0.61,-0.8,-1,1.16,-0.6,0,7.04,-0.7,0,1.61,-1.3,-1,1.61,-1.5,-1,0.45
rest,-0.9,-1,0.89,-1.5,-1,0.85,-1.3,-1,2.81,-1.3,-1,2.61,-1.6,-1,7.44,-1.3,-1,2.01,-1.3,-1,0.41,-1,-1,0.2
rest,-1.5,-1,1.25,-1.3,-1,0.41,-1.2,-1,1.16,-1,-1,1.6,-1,-1,4.8,-1.3,-1,0.61,-1,-1,1,-1.2,-1,0.36
rest,-1.3,-1,1.41,-1.1,-1,0.89,-1.1,-1,2.29,-1,-1,1.6,-1.3,-1,3.21,-1.4,-1,2.84,-1.5,-2,1.05,-1.6,-2,0.64
rest,-1.2,-1,0.56,-0.7,-1,0.61,-1.6,-1,1.04,-1.6,-2,1.04,-1.5,-1,6.05,-1.4,-1,2.64,-1.2,-1,0.56,-0.8,0,1.36
rest,-1.1,-1,0.69,-1.8,-2,0.56,-1.5,-1,1.85,-1.2,-1,6.76,-0.4,-1,9.44,-1.6,-1,1.04,-1.9,-2,0.89,-1.2,-1,0.56
rest,-1.3,-1,2.21,-1.7,-2,2.01,-1.5,-1,1.65,-1.9,-2,4.49,-2.3,-3,6.81,-0.5,0,1.25,-0.2,-1,1.56,-1.1,-1,1.69
rest,-0.9,-1,0.89,-1.2,-1,0.76,-1.3,-1,0.81,-1.2,-1,2.36,0.1,1,5.09,-1.4,-1,1.64,-1.6,-2,1.04,-1,-1,0.8
rest,-1.5,-2,1.85,-1.2,-1,0.76,-1,-1,3.6,-1.4,-1,2.44,-1.2,-1,6.76,-1.2,0,3.16,-1.7,-2,0.61,-1.5,-1,1.25
rest,-0.9,-1,1.09,-1.6,-1,0.44,-2.2,-2,0.76,-1.2,0,2.36,-2.9,-2,2.49,-1.9,-1,1.69,-1.4,-1,0.84,-1.1,-1,0.49
rest,-0.6,0,0.64,-1.6,-2,1.04,-0.7,-1,1.01,-1.1,-1,2.09,-0.6,-1,5.24,-1,-2,2.8,-1.1,-1,1.09,-1.7,-2,0.41
rest,-1.5,-1,1.45,-1,-1,0.8,-1.4,-1,2.64,-1.6,-1,1.44,-1.8,-1,2.96,-1.2,-1,1.76,-1.1,-1,0.69,-0.8,-1,1.36
rest,-1.5,-1,0.25,-1,0,1.2,-1.4,-1,0.24,-1.5,-2,2.65,-0.3,-1,9.01,-0.8,-1,4.56,-1.6,-2,1.24,-1.6,-1,0.64
rest,-0.7,0,1.21,-1.7,-2,0.61,-1.6,-1,1.44,-0.9,0,1.69,-1.5,-1,5.65,-1.1,-1,1.89,-1.3,-1,1.01,-1.3,-1,0.41
rest,-1.3,-1,1.01,-1.1,-1,0.69,-1.2,-1,2.16,-0.9,-1,6.09,0.2,0,21.56,-0.8,-1,5.56,-1.4,-1,1.24,-0.9,-1,0.89
rest,-1.3,-1,1.21,-1.1,-1,1.29,-1.3,-1,2.01,-1.5,-1,1.25,-1.4,-2,15.24,-1.5,-1,4.65,-1.3,-1,1.41,-1.4,-1,0.44
rest,-1.4,-1,1.24,-1,-1,0.8,-1.1,-1,2.09,-1.1,-1,2.69,-1.4,0,9.64,-0.9,-1,3.29,-1.4,-1,0.64,-1.4,-1,0.44
rest,-0.9,-1,1.29,-1.6,-1,0.44,-1.3,-1,0.61,-1.6,-1,1.24,-1,-1,3.4,-1.1,-1,1.89,-1.1,-1,0.49,-1.1,-1,0.89
rest,-1.7,-2,2.01,-1.1,-1,0.89,-1.3,-1,1.01,-1.2,-1,1.76,-1.4,-1,9.64,-1.8,-1,1.76,-1.7,-2,1.01,-1.4,-1,0.64
rest,-1.1,-1,0.49,-0.9,-1,0.49,-0.9,0,2.49,-1.2,-2,3.16,-1.9,-1,8.49,-1.1,0,1.89,-1.5,-1,1.45,-1.7,-1,1.21
rest,-1.5,-2,1.25,-1.2,-1,0.96,-1.5,-2,0.85,-0.6,0,1.84,-0.6,-1,3.24,-1.1,-1,1.89,-1.5,-1,1.05,-0.8,-1,0.56
rest,-1.1,-1,1.09,-1,-1,1.4,-1.7,-2,1.21,-1.8,-1,3.16,-2.7,-2,4.81,-2.3,-3,1.61,-1.6,-2,0.64,-1.4,-1,0.64
